repo_path,source,source_tag,sha256,size,source_mtime,action,note
package/aase/core/probe.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/core/probe.py,files15,e3cbff03cbebf14f04717bc2eb3ea0a0126af5d3eeda16fa7be56df6f3ce23e0,15902,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/core/vector.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/core/vector.py,files15,208d46ab0abce41bf8bdefaada60f7398463d7090d0a36cf581bab142477e555,9699,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/integrations/__init__.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/integrations/__init__.py,files15,49ca88faf2a6b27486ef0ac2a42d191d9b01461819f4588bcdac6fd1609a3b8f,2162,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/integrations/aase_llmd_entrypoint.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/integrations/aase_llmd_entrypoint.py,files15,b741c63fdd61e16db09cc7213376220a0f0cb72067c8c3ac97ad2a58ba58effb,19600,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/integrations/llmd.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/integrations/llmd.py,files15,107cd80a2d1cb9f42b1c4810b6243648d2bdc19f513ce9b818c78b55ce8eb6c4,15824,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/integrations/transformers.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/integrations/transformers.py,files15,99e6b9e1b2b2fc1d8240a979b50cbe364a6724fd9289ba63ae370a0f9e6922a9,9115,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/integrations/vllm.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/integrations/vllm.py,files15,4cdef2170c9e6866a6bfd9098e447129c7366ecb778e5ea440ed62f15575b52a,10447,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/pretrained/README.md,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/pretrained/README.md,files15,53e34c2ae15ef93b4c2ace4ad65cf4c5552ccbc3a3162b7f2966d801fdc4f0ff,1668,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/probes/__init__.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/probes/__init__.py,files15,601f29d59c5548b4687e92df63681dadde90f26bc0b9d52109156dc132b926dc,237,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/probes/aag.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/probes/aag.py,files15,f996d50327eb153a6cc9454c15a9620f8ca4029b20564f3f407cba79219be50f,10370,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/probes/af.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/probes/af.py,files15,ed8a88e0840ec464b70f25ed43ee6e9add4af7314102e0a1ad75dd1411c55709,9155,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/probes/ahd.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/probes/ahd.py,files15,5cc0f495a14df71830747c8d9efcb5ca896858e5554b8cf4fef920986075a2d7,1186,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/probes/apc.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/probes/apc.py,files15,b8d85e8a565d9a4267f0378788625931e939be1d78db0c272265e0a55780ac80,13477,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/scripts/__init__.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/scripts/__init__.py,files15,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/scripts/calibrate_model.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/scripts/calibrate_model.py,files15,968136d338f38fcd81a6dee3f4cfbff237186b85a3f9c7ae0b095905352c53df,23872,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/scripts/fix_numpy.sh,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/scripts/fix_numpy.sh,files15,c9541233e85b701542b1d86d64171d628c05cc347a4810fdf0a3fbb7638b3dfb,568,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/scripts/generate_pretrained.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/scripts/generate_pretrained.py,files15,6e9feac08943915236f9df07a418b9acb474e4f6f3ae940a50c1dd32e6f01faa,17121,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/scripts/probe_llmd.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/scripts/probe_llmd.py,files15,e339b85df1f2ba357301266fc12ee4ac2433665baf89ac2e49754ac9ef88cdcc,16455,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/scripts/test_llmd_local.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/scripts/test_llmd_local.py,files15,86f4e7802bb58e3437408c765540e055b1c6adff373eef1d72e760280238a90b,17755,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/scripts/test_vllm_hooks.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/scripts/test_vllm_hooks.py,files15,51cb178363c9e4c7cc4d03a7cd0f980ee50a86cf1a5014945efe39c982b79897,8677,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/scripts/test_vllm_hooks_minimal.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/scripts/test_vllm_hooks_minimal.py,files15,3ccced5838866f545e1beb1666d6c10b5eb800706a2ae565174766979feafc83,6713,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/setup.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/setup.py,files15,f7e1a97bb6adab75aefbf02519d88ede991d969c5a8b22f377ece1e028eedfba,1942,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/stack.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/stack.py,files15,406f194ca4dc38c0dd218a8f6859a4d85fbc18bfb45828442ed19e63af0253b9,10442,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/tests/__init__.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/tests/__init__.py,files15,1a997de7e3cb252970ff38ace1a8d4a315a9b983800e3afb91624c0fa84da17a,22,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/tests/test_aase_llmd.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/tests/test_aase_llmd.py,files15,cfa25123ddba7b4878010a9f26256b499cf9a94c8b6923c134ebee0c16a452d8,14760,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase/tests/test_aase_vllm.py,../../../private/tmp/build-501/-Users-glen-projects-aase/ff5d2db7-3a5d-4056-be5a-5fe720815188/scratchpad/zip15/aase/tests/test_aase_vllm.py,files15,c2c7f1460a5565d53bf574a7975be2c242fe7abaec949569255436d154ff7a33,14668,2026-01-03 19:02,copy,restored from files (15)/aase_complete.zip (structured layout)
package/aase_complete.zip,files (15)/aase_complete.zip,files15,e8eccf75a2d9ea6980c1877e80af178349685778859ab00914d63d5acc6052bc,90743,2026-01-04 06:09,copy,original zip
package/aase_server_simple.py,files (15)/aase_server_simple.py,files15,afc9d4c8d8a1bdc86c7aaeac1c9d66d8605b31985a8607e4928d2dc7c90c5f24,11221,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/aase_server_transformers.py,files (15)/aase_server_transformers.py,files15,d4348284db2b3b7da008ac3567510689ff442b32065e59f24cd7db6b6aed8acb,11207,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/aase_server_v2.py,files (15)/aase_server_v2.py,files15,5f74b82d2f8e09c995a8c084aeb1451b0fae217be5e18758d7aaed64a17d79c3,11157,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/check_llama_paths.py,files (15)/check_llama_paths.py,files15,34e1349d4df9cf55b86ed0812679d13f82ca10eb6f99fb823d18a15ed035f2c8,1423,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/debug_aag.py,files (15)/debug_aag.py,files15,4a5eae0c72cd7d55daab0bd54507d99eb87053d40cb7d365125ef63dbaf9763e,4265,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/debug_gemma3.py,files (15)/debug_gemma3.py,files15,1a4562e9fcf387ca44188639a39c4e7adc202d77c5485a45361395886a3084a1,2713,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/debug_injecagent.py,files (15)/debug_injecagent.py,files15,4581d0e186dd8e44f821b603587b5f0aa939b3539787b4f0f4a864ea3700b2cf,6171,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/debug_probe_paths.py,files (15)/debug_probe_paths.py,files15,1058f9a88777186f606acb1998ac65644290a9e5fd5017000bff6748f6d8abbf,1554,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/eval_harmbench.py,files (15)/eval_harmbench.py,files15,1cfcbef00d1f1faa76d4007e98eb6765161b3f4b5425002cdc7c2cfea5dda22b,18636,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/eval_injecagent.py,files (15)/eval_injecagent.py,files15,fe9dd210a88f2597046d4a8e56e43600770d94c301bcaa381f5ed67dd16aba07,13999,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/fix_aag_final.py,files (15)/fix_aag_final.py,files15,60fd6249de171e6b54f309181a174ca02e56267a865faf2e66b7a4442219032b,693,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/fix_aag_threshold.py,files (15)/fix_aag_threshold.py,files15,49f55c3c9d8a21b307bda16d22a08d93074c48500341c34a65acecfe43bea3a2,794,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/fix_gemma3_thresholds.py,files (15)/fix_gemma3_thresholds.py,files15,73cb18c4ebbc9a77f1ff294812209a59d613903a81204c3bdb0cf13d2005433f,1950,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/package_release.py,files (15)/package_release.py,files15,8bc83dc72b7182973d502ca96da4b474b0b3beb58f69b3ef7849271b36aac260,18292,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/pretrain_batch.py,files (15)/pretrain_batch.py,files15,5937987624e51d0bf180b5ccd00ba70070a74dbbdc334a8ad3c24e5f807c30e1,6361,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/pretrain_gemma3.py,files (15)/pretrain_gemma3.py,files15,c522fa2ad1d4c6c725dca8e38af5304224386674a8ee9954063ff8c81ebd758a,6328,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/pretrain_gemma3_fixed.py,files (15)/pretrain_gemma3_fixed.py,files15,df27204b40cd5210898cfe6bc5a269e60c463e22a4431ae0c9c47a6cfcd31f36,15040,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/pretrain_robust.py,files (15)/pretrain_robust.py,files15,00432468e5123238d9027556839b9e0afffaff1fc5b7e006b7e7c719dd093b94,37913,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/recalibrate_probes.py,files (15)/recalibrate_probes.py,files15,d73a06e88ebff9c8f48f404fdae422c847166f1a61a6120534a795b10b9712e4,9238,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/recalibrate_v2.py,files (15)/recalibrate_v2.py,files15,0ecd65868b7b91d88dc7f3e418c5ff8d392c8cf265774206578b703d0bbe7953,9663,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/retrain_aag_all_models.py,files (15)/retrain_aag_all_models.py,files15,b5ed3868f769a600eed43353d90d26de7173594438678aa5322a7090d693ccb2,13179,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/retrain_aag_injecagent.py,files (15)/retrain_aag_injecagent.py,files15,b21506d65113a4395af0a98b5e8ed32906de5819d121d58d2bbe98ee7fb0b8aa,13830,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/retrain_af_expanded.py,files (15)/retrain_af_expanded.py,files15,4bef58154aa680f4d24922f7becf847504ddbfe1dd91eff85e56f1ad1df412db,21877,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/set_thresholds.py,files (15)/set_thresholds.py,files15,e96546e776236eab2fdb7f9609f178297bb83aff64e26ca7ab7f12cda783a9db,2463,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/test_llama_load.py,files (15)/test_llama_load.py,files15,f552d1f74dc91297cbcab4f1713f5455213c8d12a0b139cebf713fcd26275c89,1578,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/tune_aag_threshold.py,files (15)/tune_aag_threshold.py,files15,55d083b96b0b0689a458bc943a1110bbd3a93e84abbe4d88fe9b75a4849782fd,8686,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/tune_af_threshold.py,files (15)/tune_af_threshold.py,files15,93a978344e6b65d34a123c8e5faf78fe35fbaa0a25156d239517100314e9dee5,9950,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/tune_all_thresholds.py,files (15)/tune_all_thresholds.py,files15,15b6e9284341165c015e873b6d40b6b71dc77b946a341a8da8a95dbd80be2bf9,12549,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/tune_llama_thresholds.py,files (15)/tune_llama_thresholds.py,files15,44cb101eaccb0371835df452e60fbc7abeb921329695012715126bade90d5ce9,16187,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
package/tune_thresholds_batch.py,files (15)/tune_thresholds_batch.py,files15,3d976738e82c781f008e31326a1545fb8a2d728758070810b4c2a4a29e5a6897,10451,2026-01-04 06:09,copy,working-dir script shipped alongside the package (not in zip)
release/aase-release.tar.gz,testingaase/aase-release.tar.gz,release,fa50f35f404a085dffabe8bce24b43346a44b271372232d43abce746ad4b934a,452538,2026-01-03 20:20,copy,original tarball of the release dir
release/aase-release/MANIFEST.json,testingaase/aase-release/MANIFEST.json,release,15cdb235ffeddbdac2df15153c322676fcf055e6fd0805453cc36d74ee1832a4,376,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/README.md,testingaase/aase-release/README.md,release,10c10c671df7eace28655e534c835e3fb84ed49a1cff9cbf4271ce3ddaedb6c0,1198,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/aase/__init__.py,testingaase/aase-release/aase/__init__.py,release,48b3ce283ce0cf7cee9744c96a02756375cedf08785ec7d27d3d677837d8c049,421,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/aase/extractor.py,testingaase/aase-release/aase/extractor.py,release,46516f320fa1905c4231c5f97bd52f3fb4b817f7849dc0fef7cfcd7486fe3fc8,2444,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/aase/probes/__init__.py,testingaase/aase-release/aase/probes/__init__.py,release,14ecfd5954a8ba5dcbe37639978f583768baee61b89fe20f04fb99dacb2b4a89,158,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/aase/probes/aag.py,testingaase/aase-release/aase/probes/aag.py,release,0c9023396e684e25a5568ed85b12ca57e9c4583ead947570e8704910d522d900,548,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/aase/probes/af.py,testingaase/aase-release/aase/probes/af.py,release,53710014d472a4e3408dd42d6d49e74b055f9aeda94e5d3a1facadb65d00e5c7,556,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/aase/probes/apc.py,testingaase/aase-release/aase/probes/apc.py,release,775b7a61a617f52da0fe40049887f629084487f9b0827c3a3cad50d00c519f69,623,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/aase/probes/base.py,testingaase/aase-release/aase/probes/base.py,release,19ed148c0659a3bfbe9b6c152e34e2dcad1f81af0257de5e53546ab5b569f725,2306,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/aase/safety_gate.py,testingaase/aase-release/aase/safety_gate.py,release,1c0b5604ebc800735ec5469ee8ada369d0c464c934c26d3ad417384279bfbe73,2951,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/pretrained/aag/google_gemma_2_2b_it.json,testingaase/aase-release/pretrained/aag/google_gemma_2_2b_it.json,release,7f4836d72f8154f9a87a3f6283d22adb6d0cb10d1d18f7caed4b73bdb0985294,595,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/pretrained/aag/google_gemma_2_2b_it.npy,testingaase/aase-release/pretrained/aag/google_gemma_2_2b_it.npy,release,e23fbb7c052ee957e7dc8c06056f4bc1076530ec9cad07f5ea7dbbe744998356,9344,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/pretrained/aag/google_gemma_2_9b_it.json,testingaase/aase-release/pretrained/aag/google_gemma_2_9b_it.json,release,b285c21853df2a4e10f0f1e08ad225252a8161f33af9a5cc8cb468025777dc1d,541,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/pretrained/aag/google_gemma_2_9b_it.npy,testingaase/aase-release/pretrained/aag/google_gemma_2_9b_it.npy,release,aacea03df95d4e5d86c85d2d13c372dfd38eda3b6ce3ac0fa30b5c90e04a0436,14464,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/pretrained/aag/google_gemma_3_1b_it.json,testingaase/aase-release/pretrained/aag/google_gemma_3_1b_it.json,release,a1b591d810a14bc99ff1b72cdba4e0db0a279a9da19cb99dca685801423d52ae,559,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/pretrained/aag/google_gemma_3_1b_it.npy,testingaase/aase-release/pretrained/aag/google_gemma_3_1b_it.npy,release,71edcdffc3bbbabb98068a87449a36d82b4db1bd5ae33335ca8189680d128aa2,4736,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/pretrained/aag/google_gemma_3_4b_it.json,testingaase/aase-release/pretrained/aag/google_gemma_3_4b_it.json,release,cd8b8e0097dd8f36c31cc68e432a4766f71f6ca5104858605cde21f8ef33658f,356,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/pretrained/aag/google_gemma_3_4b_it.npy,testingaase/aase-release/pretrained/aag/google_gemma_3_4b_it.npy,release,dc1034633e849d8417926a179e66d586a15f9f6363d684b1e2bf8ed43a788239,10368,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/pretrained/aag/meta_llama_Llama_3.1_8B_Instruct.json,testingaase/aase-release/pretrained/aag/meta_llama_Llama_3.1_8B_Instruct.json,release,44df205d09101fa5511d90ab9cb3490d9fd2d7e88d40255c9d0d089884ec4219,563,2026-01-03 20:19,copy,"packaged release, preserved intact"
release/aase-release/pretrained/aag/meta_llama_Llama_3.1_8B_Instruct.npy,testingaase/aase-release/pretrained/aag/meta_llama_Llama_3.1_8B_Instruct.npy,release,bd30f3d61db807fa6647e09e65afea80ba650f8eb9a6ed1602b046a11a9327a5,16512,2026-01-03 20:19,copy,"packaged release, preserved intact"
